gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ISG15,332.338029163205,5.86705294781111,0.348173308196839,16.7603235513092,4.76026621545262e-63,1.41998741206952e-59
LY6E,42.3431340206017,4.48039324644793,0.288924393804087,15.3074575559194,6.81773246940896e-53,1.01686479781235e-49
IFI6,38.9234366579674,4.85931908847238,0.323813018421406,14.6961996742768,6.81802029378563e-49,6.77938484545418e-46
MX1,33.6516935685091,5.29659849589496,0.390616536873161,13.1048720339661,3.08782598746652e-39,2.30274623015316e-36
ISG20,105.871724904953,3.40152392221701,0.26468704956586,12.8288671330524,1.13004428074296e-37,6.7418441789125e-35
IFITM3,49.7449733282834,5.0512757214922,0.390438123449224,12.7144291177217,4.9168722829035e-37,2.44450500331686e-34
BST2,35.8948408127264,3.03325288838784,0.260666000611346,11.5962196617117,4.30686005677931e-31,1.83533764991038e-28
IFIT3,41.5437808177436,7.47881800815959,0.605358021361217,11.5093114712271,1.18420065832526e-30,4.41558820473033e-28
IRF7,33.7736426743984,3.48829671241119,0.319536140827174,10.8541212001386,1.90631622470085e-27,6.31837922031403e-25
TNFSF10,34.4988966597095,6.91472024520528,0.608239020695305,10.547531835565,5.21490102684318e-26,1.55560497630732e-23
CXCL11,40.7248234905845,6.42326354795925,0.593646308694783,10.2536454697141,1.13962551515416e-24,2.96648696496183e-22
UBE2L6,19.4813066414849,3.80422973503694,0.365788015718654,10.2491929818319,1.19335714312913e-24,2.96648696496183e-22
PSMB9_ENSG00000240065,19.107289385544,2.73391211100289,0.266052525307574,10.224063023456,1.54716874234441e-24,3.55015719877951e-22
OAS1,19.6204053746484,5.41682727892816,0.505218935808164,10.1578082340616,3.05875122334608e-24,6.51732492802954e-22
IFIT1,30.9165412446799,6.99454417918901,0.665615261416118,9.9403499504122,2.77849311072321e-23,5.52549663285822e-21
DYNLT1,21.509625463114,2.4880888303967,0.257398707180675,9.63405493733425,5.7417897122307e-22,1.07048491947401e-19
