gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NOC2L,6.23765564869124,-1.06331551606282,0.361069264512752,-2.93790199687878,0.00330441462367668,0.00979194072473851
HES4,167.680314582797,6.48271717136667,0.454078010456644,14.0386319628087,9.04416675193175e-45,4.0668400830834e-43
ISG15,18487.1658852224,6.89475540903772,0.423281292173277,16.2865448843343,1.22983815815934e-59,9.65182712256786e-58
TNFRSF18,2.97349817986494,-0.338560542261823,0.449187378578418,-0.753088450464846,0.451396764264131,0.56880916316902
TNFRSF4,5.59737050985761,0.827176220712464,0.426961401252303,1.9371978716063,0.05272116034304,0.103284144531687
SDF4,26.6192612378672,-0.63181000160172,0.201307094632651,-3.13814764036933,0.00170019215377563,0.00538428423034246
UBE2J2,24.1151145122947,-0.737244209765475,0.195908292500153,-3.7621688218659,0.000168446279049686,0.000659223171514541
PUSL1,4.27450203370505,-2.30023431318331,0.503462180840065,-4.47589610473895,7.60914828028476e-06,3.79043074185189e-05
CPSF3L,10.9898133304194,-0.570343557183386,0.277602148391692,-2.05388291815063,0.039987024997087,0.0825109539514884
GLTPD1,3.97129030024257,-0.46976689478228,0.411929648436475,-1.1389581980673,0.254720589804937,0.370224557603895
AURKAIP1,105.684461122504,-0.496356080719508,0.0981415136337946,-5.05737671679641,4.25063041834204e-07,2.5427878395439e-06
CCNL2,10.3883212481873,-0.482102739525851,0.255223742307844,-1.88822596430218,0.0589956215683674,0.113031359596243
RP4-758J18.2,3.87086562108355,-0.0713041807299941,0.442297877589655,-0.161260870784741,0.871887940440461,0.913900062727016
MRPL20,48.1976516990945,-0.786309015330884,0.148148061184841,-5.3068420295574,1.1154076280431e-07,7.22749623586918e-07
SSU72,67.2548690541277,-0.943596218392488,0.13568231381832,-6.95337060004673,3.56660102815191e-12,3.66506547371439e-11
MIB2,3.47297892214698,-0.638360937383175,0.469772047105216,-1.35761017453784,0.174587412753441,0.274650308863127
CDK11A,11.5933150694546,-0.250735987955456,0.254608511682235,-0.9845662983467,0.324837150729951,0.444346449548933
NADK,66.3191928156285,3.5949042090472,0.177101594785521,20.230241532939,5.3042511838117e-91,1.36686472813609e-88
GNB1,53.7911450290213,0.518936689774594,0.142649185458817,3.63775696836249,0.000275022748549833,0.0010328769143968
C1orf86,26.9198582486557,-0.733741483913648,0.219123887778793,-3.34815230137864,0.00081352290822578,0.00279518127441678
SKI,8.054734344444,-1.93665340806299,0.376917552495743,-5.10681798120014,3.27629062813681e-07,1.98115047008273e-06
RER1,120.506613177417,0.0409912882224682,0.121153373684186,0.3383424486672,0.735105138510256,0.810420735015821
PANK4,3.11404462115643,-0.0512775486231165,0.478436837148121,-0.107155398090548,0.914665698795492,0.942519252834481
RP3-395M20.12,2.39676778123325,1.0359336026433,0.512173920438259,2.01801988676304,0.0435891902237265,0.0884724551647887
TNFRSF14,33.4181403688089,0.595150338249537,0.158268280118991,3.7602725112519,0.000169728361488461,0.000663852902494271
WRAP73,4.46716958303077,0.0498015736204856,0.407477930140496,0.122277305857572,0.902679404417008,0.933902410375843
LRRC47,3.61371072067453,-1.04249490978124,0.465216482286509,-2.23269574664505,0.0255690151411025,0.0566884187443372
CEP104,4.22848719897212,-0.26864917685627,0.408041341398784,-0.657997019421288,0.510540046398704,0.623299737230801
C1orf174,10.1921598073226,0.855368949628417,0.267902031180217,3.19125468436766,0.00141656349819015,0.00457837695990063
KCNAB2,6.10097501567446,-1.88122398360272,0.389627862614211,-4.79093484962144,1.66006027550818e-06,9.19967232911897e-06
RPL22,88.9423381476087,-0.61580986235034,0.154200055590459,-3.99332738129135,6.51525142981316e-05,0.000273853102758771
ICMT,1.3491295414514,-1.1863172067808,0.71292372736155,-1.65254043150486,0.0984244300263838,0.172946004088476
TNFRSF25,2.64956236948745,0.118779124821875,0.499326904758165,0.237798840821125,0.812037117775885,0.871898828381159
NOL9,1.42671202585975,-0.822295041860724,0.664966566894656,-1.23137741035698,0.218181741697252,0.328233791594479
ZBTB48,3.37570774844893,-1.02963096703798,0.455427352089911,-2.2512369343228,0.0243705347634946,0.0545496407573012
THAP3,6.02862818941542,0.90181672589317,0.355108475720989,2.53813847612216,0.011144387852638,0.0280388278680716
CAMTA1,72.5193908422075,0.514009025798677,0.136738314814201,3.75892169152741,0.000170647233306734,0.000667057446414888
VAMP3,29.4323760989265,0.241254066165433,0.172829767125788,1.39596800011079,0.162724131625057,0.259955098208842
TNFRSF9,4.86725395814137,-0.654077708931452,0.410663935041276,-1.5905280893536,0.111715819222202,0.191529168062629
PARK7,98.6313822609906,-1.59854905421654,0.136235182892144,-11.7303420695209,8.90978763273992e-32,2.5842241185869e-30
RERE,7.75471022490104,2.25531882875931,0.344338769037741,6.50593410853145,7.72120670362539e-11,6.99082228571488e-10
ENO1,259.536723774068,-1.3037573356896,0.105441564315669,-12.3640390953213,4.09073839648451e-35,1.40553575674083e-33
CA6,0.488721241008884,1.66795828421751,0.924528851209804,1.82318909240979,0.068274756525484,NA
GPR157,1.16541031879204,0.292228377719149,0.719329886794018,0.404942749566887,0.685519593907013,0.769427122286787
SPSB1,12.2935366599476,2.84778880672808,0.327475818628379,8.62407254945001,6.4614149321024e-18,1.00211759363625e-16
SLC25A33,11.9879568378858,-1.22317322865568,0.267625018693115,-4.56343863427896,5.03225234903373e-06,2.58558978056181e-05
PIK3CD,2.99587130631688,-0.482850148450394,0.492218822238108,-0.979611396450813,0.327277977269152,0.44650019297563
CLSTN1,5.85218040159012,-0.856466770509733,0.368959235719708,-2.31850433625202,0.0204219275695284,0.0473122111742187
CTNNBIP1,15.1482547185686,-1.06564754947223,0.262436639439937,-4.05743553881684,4.9614505065109e-05,0.000212951431093037
LZIC,17.0371842435589,0.0974657245275664,0.225616263566499,0.431981611785482,0.665754777782069,0.753599765355612
UBE4B,5.75333011113058,-0.641140763100659,0.342168223138231,-1.87188966608871,0.0612218695591946,0.116596511099092
KIF1B,8.51574474865452,0.776042026658128,0.296363605406916,2.61764358557102,0.00885392296551948,0.022895509862209
PGD,76.6956069659537,-0.754952063791307,0.178260932569523,-4.23476186712724,2.28794028410005e-05,0.000105210706269529
APITD1,2.64876219417456,-0.750827062682169,0.489818427064334,-1.52883244946414,0.12630598576511,0.21082463991685
DFFA,5.58785548609716,-1.16853383327234,0.386781665326368,-3.01314775845551,0.00258552997118421,0.00786696221931618
PEX14,2.19883786122075,0.162483281605941,0.601701157100851,0.270734810839652,0.786595001143123,0.852780988294324
TARDBP,14.8019480106703,-0.375189947650706,0.224832065070944,-1.66861254278878,0.0951941915057852,0.167709987664676
SRM,4.2963132555363,-0.629653903826938,0.429087363933093,-1.46649934126449,0.142512300528427,0.232885954522063
