gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HES4,45.8388347639977,4.83435852397182,0.345465127256115,241.326301243007,2.02076544443017e-54,5.62875029248548e-52
ISG15,3156.07271523253,6.07822213253903,0.379765757164465,167.795244697599,2.24246172988913e-38,2.59279348693596e-36
AURKAIP1,23.7959176849399,-0.550098129010284,0.215777557617032,6.58466816515813,0.0102860788702775,0.0478220152157199
SSU72,18.8452008392499,-0.707277222681547,0.197149948290775,13.1525693281966,0.000287125257741814,0.00240698164082331
NADK,12.5164817357738,3.07038649159493,0.351756922466719,96.9038888207252,7.27755998508781e-23,4.91197244422695e-21
C1orf86,6.76712498073798,-1.24662004218726,0.357464453432918,13.0025518159904,0.000311066772263541,0.00257596916274456
RPL22,22.0720549857752,-0.642834038406739,0.192523787579691,11.2278031220858,0.000805809732520001,0.00587158387738712
PARK7,30.6720468252232,-1.29782324704167,0.195695751620008,44.2626454226414,2.87143512976316e-11,7.07035098815619e-10
ENO1,71.8173303945263,-1.3992888940664,0.132064862440791,113.469326941756,1.70295433114278e-26,1.32097520775227e-24
PGD,7.46795390994063,-1.31288995343182,0.361323092608477,13.8663547625528,0.000196281051482314,0.00170853733449377
FBXO6,24.5312840075093,1.92317423306466,0.210338095571635,90.3141261343633,2.03196659084251e-21,1.25776679481646e-19
TNFRSF1B,17.1657691671228,-1.03173430606009,0.228876602956323,20.6739263461871,5.44524632220175e-06,6.56859635087644e-05
NECAP2,24.7440249184423,0.608721159288097,0.192904313528646,10.000094081393,0.00156532228743851,0.0102701231021662
AKR7A2,1.93540088369039,-1.93095356151081,0.664323781339741,9.63457830761472,0.00190948040142506,0.0121635092514894
CAPZB,44.1637811916281,-0.70242768298421,0.176500762021278,15.8410243061923,6.88925354044904e-05,0.000677645998328599
C1QA,9.57657657756505,1.92760573167398,0.458114605251271,17.6899273637443,2.59999746589005e-05,0.000279033002994294
C1QB,14.0409773918271,1.79283668987764,0.643666457818925,7.42935344747575,0.00641683931004829,0.0329333260401808
HNRNPR,14.6849745423305,-0.752682234334046,0.23038514859944,11.1928059656643,0.000821150746958603,0.00596209926227763
ID3,9.53115950916643,-1.71328514835962,0.495310283564565,11.836470274675,0.000580818195747447,0.00439957219226249
RPL11,389.043089509332,-0.236836257187419,0.0922473737543645,6.58764893720431,0.0102688698305504,0.0478173513082165
FUCA1,7.06607432109044,-1.99474921883536,0.460702132757152,19.8142916380642,8.53421826099834e-06,9.96146466731388e-05
CLIC4,11.554562132181,1.18275821394853,0.315537350660828,14.2202666361967,0.000162609739186167,0.00143998913545207
TMEM50A,77.1264286582144,0.897756297880658,0.126946613572297,50.7162112925795,1.06734312456115e-12,3.1295113240721e-11
SH3BGRL3,339.136076115545,-0.619476211191569,0.124735110803908,24.4403183559315,7.66477182640311e-07,1.06143421657783e-05
RPS6KA1,4.28991640311173,-1.57557155157942,0.433786411185203,13.993713250875,0.000183422902089878,0.00161264783932105
IFI6,276.87515901118,3.98667912351221,0.252599783491809,211.352882844655,6.96160731441862e-48,1.2547273418458e-45
ATPIF1,8.03345109983541,-0.880660661237662,0.326338904647694,7.33032232252818,0.0067800894289699,0.0343091560864802
SRSF4,9.32310395212393,0.975199717026372,0.296470225265451,11.0094940235514,0.000906463869707348,0.00648169264126794
