gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NOC2L,5.54007455656892,-0.701936212197178,0.364916841815211,4.00806995923845,0.045282959844686,0.261754447543284
HES4,5.86053531446371,1.76687740923955,0.53391139975866,10.9433943000672,0.000939379196118852,0.0151120764328009
ISG15,652.364811508744,4.76515605658389,0.164468819627815,708.591853862697,4.04916250177191e-156,6.15573929331875e-153
TNFRSF18,42.6465883122393,-0.53367282494936,0.385496756027846,1.90784271848995,0.167203089993055,0.52131673559201
TNFRSF4,10.931121518113,-0.0999503217384577,0.364187321556798,0.0919418107263539,0.761722909022291,0.822741920029228
SDF4,12.9271731006687,-0.47031294534139,0.252706828301449,3.57970034870978,0.0584897009561681,0.307678089545379
UBE2J2,7.73260220618793,-0.238773629302589,0.310986213768605,0.68708957293984,0.407156092511157,0.68722002401902
PUSL1,0.982092861427402,-0.357484535239379,0.858332254177043,0.393064123636279,0.53069314979023,NA
CPSF3L,5.46410242913549,-0.500584707393532,0.387130214601955,1.92652197902065,0.165139460669612,0.516939971478851
GLTPD1,2.13361806065521,-0.816614218755453,0.589519880510799,2.00871774602886,0.156397456364004,0.505879219228462
AURKAIP1,21.2659109140144,0.106559260233642,0.1881482312073,0.329583559425743,0.565904406314723,0.739448571530791
CCNL2,5.12017508995747,-0.333201102976803,0.380879639733149,1.00652379668136,0.315737072448736,0.645961344922954
RP4-758J18.2,3.71593116964388,-0.584642092760547,0.428063956208387,1.96893173723834,0.160561297692436,0.511457962947986
MRPL20,16.4899471924467,-0.0306006244847367,0.214169041186861,0.046291682716614,0.829646458311956,0.861646955520732
SSU72,15.4668667624914,-0.254733860202455,0.279762295676645,1.05569447923732,0.304199232613156,0.638939893136202
MIB2,3.81610556613923,-1.41631103800419,0.467083184208724,9.87987217504495,0.00167096546733664,0.0239085670749979
CDK11A,3.89975826606778,-0.161798028650672,0.458647139226779,0.447333789966365,0.503603821900948,0.720902787318338
NADK,1.8091355176277,0.93448567523902,0.704017980580672,1.77723363754068,0.182489387041971,0.540798227388998
GNB1,3.22858957580589,-0.190226223627029,0.483367906691566,0.451503329028512,0.501621910629373,0.719610527465546
C1orf86,7.09542274795135,-0.461702899334828,0.323766019818003,2.43472807901023,0.118674472379475,0.446857072358243
SKI,2.13516659552458,-1.09467965017758,0.721303967372016,3.32769727969075,0.0681221879153422,0.339271928512036
RER1,20.9967336025176,0.141351980482942,0.188440630100361,0.592870133578529,0.441311397103038,0.699769127974856
PANK4,1.48405092634993,-0.369618290038198,0.65088330390955,0.723245684104754,0.395081325270713,0.681999502921635
RP3-395M20.12,1.42074240992738,0.930750813914319,0.813338598707561,2.29763541492171,0.1295711189235,0.465674925634635
TNFRSF14,8.70766548487479,0.4561637986028,0.321556060667267,2.08091204203075,0.149151034725343,0.494105344998204
WRAP73,3.39702548700331,-0.782305723413209,0.450423537233216,3.25155262801941,0.071355835909907,0.349086756370189
LRRC47,4.17461873673136,-0.444575257948964,0.459113842381828,1.65477095630884,0.198310820359369,0.557841018034764
CEP104,3.77695502298482,-0.282402586924602,0.417586917598062,0.581081814860894,0.445888596204005,0.700742141853932
C1orf174,6.13752160660424,0.207853348905523,0.387813907284945,0.360998174663763,0.547952396831546,0.731134280601915
KCNAB2,1.4198293751136,-0.112214221303644,0.694364471730711,0.0356457065804037,0.850249018497862,0.875586067946132
RPL22,21.2841601054179,-0.538808185690177,0.201585115075167,7.34320663895879,0.0067316652805291,0.0703354923898581
ICMT,1.14361373632483,0.36556794126947,0.715433696309445,0.891706458287601,0.345015292522167,0.662677824961243
TNFRSF25,3.89607925353168,0.0147045269512022,0.446979048779226,0.00454538345191224,0.946247778390152,0.949370193101883
NOL9,1.46804078138657,-1.65385576895649,0.811648769995806,4.94763258640592,0.0261264214220497,0.188813639184492
ZBTB48,1.29257049606272,-0.556742032323109,0.829174545688633,0.814087150260306,0.366914635849337,0.668118562947632
THAP3,3.4038187802467,-0.0431090958004323,0.435427554202735,0.168398296935074,0.681539232429217,0.782978241834455
CAMTA1,8.92288317275066,0.459634987491843,0.316839931259918,2.32236707460282,0.127525835294144,0.46214815519886
VAMP3,2.12184547348088,-0.648155342197808,0.623058857240839,1.19282810098316,0.274759836216752,0.619443049868805
TNFRSF9,2.31725782834624,0.193528279329433,0.578597413940171,0.67494957445291,0.411331263992525,0.689310930407117
PARK7,47.73131291369,-0.530825093743952,0.141610163786069,14.2498036679421,0.000160077506588166,0.00315026316363313
RERE,1.04607359110179,-0.428655997735212,0.784905382534845,0.519196365463415,0.471184691042797,0.708655294972725
ENO1,54.775254528095,-0.381600511085799,0.137954979635345,7.8344639406843,0.00512593525597102,0.057830820578033
CA6,0.154845477467652,-0.151481233087073,1.97629732254573,-0.318679282773935,1,NA
GPR157,0,NA,NA,NA,NA,NA
SPSB1,1.40995524072469,2.35289675718086,0.791774589026095,10.4587856594268,0.0012206749567881,0.0187447586167384
SLC25A33,2.6650014934679,-0.842434008907654,0.498788986759937,2.8884308777772,0.0892177798996559,0.39361501362235
