gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NOC2L,11.7401305293747,-0.271567240846398,0.255507904652843,1.15189561612789,0.283152682124474,0.559966125096908
HES4,4.77334671856904,2.20672066709812,0.522694063276225,18.3735697641661,1.81559030176946e-05,0.000305286440335601
ISG15,668.668579741662,5.49952296104301,0.133100072129004,1630.32109979865,0,0
TNFRSF18,9.3297545516445,-1.34523569342517,0.322472131947772,18.7286909537339,1.50697922858127e-05,0.000259317854268855
TNFRSF4,3.22264937985531,-1.66435946813194,0.609788575729848,7.54194310518417,0.00602790010426941,0.0474849443410046
SDF4,8.62952307801389,-0.665510995566236,0.285451665492563,5.6147875174648,0.0178095403702119,0.108966515934591
UBE2J2,8.67740310099223,-0.532586165292988,0.309162486811276,3.89115116446362,0.0485411413277261,0.217039220162054
PUSL1,0.961846649318679,-1.82307158777586,0.83342519645493,5.8982743394437,0.0151557266952163,0.0970112940635827
CPSF3L,8.75388630899639,-0.129026310652927,0.289514453314419,0.283027586118905,0.594723661167516,0.724672476592752
GLTPD1,1.65391948761211,-0.101262700646016,0.637329121863588,0.133526474533355,0.714803328602746,0.787162907578655
AURKAIP1,30.8449784330493,0.0147778060485108,0.146924841529037,0.0110545357705973,0.916264281406401,0.923232070618617
CCNL2,4.92524889176225,-0.643412591459517,0.387657409576833,2.96341082110584,0.0851681066954265,0.309060864684409
RP4-758J18.2,4.59555161240141,-0.269151772928932,0.372131553072521,1.27738730506978,0.258385387454421,0.539124538594675
MRPL20,21.3311643090577,0.269374449814059,0.178971394344881,2.35932555826567,0.124536020527546,0.379777520712495
SSU72,30.0202151962527,0.109641860928368,0.168043821395382,1.27288232710487,0.259226652962205,0.540395398324294
MIB2,2.31567868937515,-1.17464787278476,0.555800087279581,4.87253037214057,0.0272874606582516,0.148793326240948
CDK11A,4.10077025050523,0.229775931107071,0.451324200952781,0.333833403558998,0.563410512256361,0.709738932863556
NADK,2.28029938555491,1.48703763054772,0.5946304493033,6.41168290393411,0.0113371913784004,0.077113853061502
GNB1,2.63286394244033,-0.123412364510362,0.484680514840815,1.0600495087448,0.30320389343008,0.575477053565577
C1orf86,11.7371312294011,-0.245199086733572,0.245928553999431,1.02998190964827,0.310162916611198,0.579476776920646
SKI,0.69264733721771,-0.749827337370019,1.07330080380404,0.491639717463315,0.483196774438669,0.677645799483145
RER1,24.758004204196,0.174502978982647,0.173517006091749,1.01885562918582,0.312790610980386,0.580599573749149
PANK4,1.1400556316805,0.790019702803709,0.749458110602641,1.26503876267013,0.260699472135531,0.542429810957283
RP3-395M20.12,0.987953306311345,-1.17918810278851,0.997218195036435,1.72008144448067,0.189682561606935,0.469073150670379
TNFRSF14,9.19621961194611,0.0855230390212863,0.273201489980127,0.159576570992456,0.689546656999702,0.774804376292915
WRAP73,4.40629036507478,0.047685354286546,0.412522078465898,0.310586810053806,0.577320318325021,0.716718386607141
LRRC47,3.53804999704973,0.0430933103867264,0.41450302341448,0.71407264399646,0.398095099194181,0.633224497517755
CEP104,2.44382351326302,-0.567268094054351,0.515578532573667,1.451613750109,0.228269189088247,0.510948657977568
C1orf174,4.23928793435061,-0.527264638906454,0.4130689282884,2.55654609673965,0.109838314828163,0.354254309045832
KCNAB2,1.01027874042616,-0.768210881516961,0.828304119464635,0.826445703665343,0.363302308482945,0.60972924027108
RPL22,52.179428127466,-0.188910830198839,0.141570405358568,1.7764366878456,0.182587490103379,0.460824490640446
ICMT,1.24380831662073,-0.872044623030216,0.908645949159154,0.762775086969434,0.382461459191888,0.62281715313668
TNFRSF25,0.944208535486508,-0.115962376487581,0.885029633626444,0.149170232020424,0.699329578658092,0.779189111774279
NOL9,1.60035809199247,0.608121408080038,0.796638092917812,1.04548075153539,0.306550211093282,0.577286852897383
ZBTB48,1.39379074464329,0.416769179248542,0.677665304249399,0.402131742062132,0.525990385071547,0.69371273039958
THAP3,3.26290175197611,0.063855597686036,0.464586287547198,0.0811359235940898,0.775763903885473,0.822836353384767
CAMTA1,12.1777063748834,-0.321159902945,0.280598723073843,1.59691127180132,0.206341478348605,0.488524264297895
